,Quote,Link
5741,Pat-Parth Eng,https://www.moneycontrol.com/india/stockpricequote/electricequipment/patparthengineers/PPE
5742,Patdiam Jewel,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/patdiamjewellery/PJ01
5743,Patel Eng,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/patelengineeringcompany/PEC
5744,Patel Food Prod,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/patelfoodproduct/PFP
5745,Patel Inte-RE,https://www.moneycontrol.com/india/stockpricequote/courierservices/patelintegratedlogisticsre/PIL06
5746,Patel Integrate,https://www.moneycontrol.com/india/stockpricequote/patelintegrate/patelintegratedlogistics/PIL05
5747,Patel On-Board,https://www.moneycontrol.com/india/stockpricequote/couriers/patelonboardcouriers/POB
5748,Patel's Widecom,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/patelswidecomindia/PWI02
5749,Patels Airtemp,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/patelsairtempindia/PAI02
5750,Patheja Forging,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/pathejaforgingsautopartsmanufacturers/PFA
5751,Patidar Build,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/patidarbuildcon/TLL
5752,PATINT-RE1,https://www.moneycontrol.com/india/stockpricequote/courierservices/patelintegratedlogisticsre1/PIL07
5753,PATINTPP,https://www.moneycontrol.com/india/stockpricequote/courierservices/patelintegratedlogisticspp/PIL08
5754,Patni Computer,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/patnicomputersystems/PCS02
5755,Patni Engg,https://www.moneycontrol.com/india/stockpricequote/aluminium/patniengineering/PEL02
5756,Patodia Textile,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/patodiatextileindustriesprevpolytex/PTI01
5757,Patspin India,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/patspinindia/PI07
5758,Patwidecom,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/patelswidecomindia/PWI01
5759,Paul Merchants,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/paulmerchants/PM07
5760,Paushak,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/paushak/P02
5761,Paushak Ltd,https://www.moneycontrol.com/india/stockpricequote/chemicals/paushak/P11
5762,Pavna Ind,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/pavnaindustries/PI45
5763,Pawan Proteins ,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/pawanproteins/PPL03
5764,Pawansut,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pawansutholdings/PH07
5765,Pazel Internati,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pazelinternational/RI41
5766,PB Fintech,https://www.moneycontrol.com/india/stockpricequote/multilineinsurancebrokers/pbfintech/PF14
5767,PBA Infra,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/pbainfrastructure/PBA
5768,PBM Polytex,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/pbmpolytex/PBM
5769,PC Jeweller,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/pcjeweller/PJ
5770,PCBL,https://www.moneycontrol.com/india/stockpricequote/pcbl/pcbl/PCB01
5771,PCI Chemicals,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pcichemicalspharma/PCI
5772,PCS,https://www.moneycontrol.com/india/stockpricequote/computershardware/pcsindustries/PCS
5773,PDS,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/pds/PDS
5774,Pearl Engg Poly,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/pearlengineeringpolymers/PEP
5775,Pearl Global,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pearlglobal/PG03
5776,Pearl Global In,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pearlglobalindustries/HPF01
5777,Pearl Green Clu,https://www.moneycontrol.com/india/stockpricequote/pearlgreenclu/pearlgreenclubsresorts/PGC03
5778,Pearl Polymers,https://www.moneycontrol.com/india/stockpricequote/plastics/pearlpolymers/PP08
5779,Pebble Invest,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pebbleinvestmentfinance/PIF
5780,Pecos Hotels,https://www.moneycontrol.com/india/stockpricequote/hotelresortrestaurants/pecoshotelspubs/PHP
5781,Pee Cee Cosma,https://www.moneycontrol.com/india/stockpricequote/detergents/peeceecosmasope/PCC02
5782,Pegasus Apparel,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/pegasusapparels/PA04
5783,Peninsula Land,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/peninsulaland/PL10
5784,Pennar Alum,https://www.moneycontrol.com/india/stockpricequote/aluminium/pennaraluminiumcompany/PAC
5785,Pennar Aqua Exp,https://www.moneycontrol.com/india/stockpricequote/aquaculture/pennaraquaexports/PAE01
5786,Pennar Eng,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pennarengineeredbuildingsystems/PEB
5787,Pennar Inds,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/pennarindustries/PI28
5788,Pennar Paterson,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pennarpaterson/PP27
5789,Penta Capsules,https://www.moneycontrol.com/india/stockpricequote/chemicals/pentacapsules/PC03
5790,Penta Gold,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/pentagold/PG06
5791,Pentafour Prod,https://www.moneycontrol.com/india/stockpricequote/diversified/pantafourproducts/PP10
5792,Pentafour Solec,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pentafoursolectechnology/PST
5793,Pentagon Global,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/pentagonglobalsolutions/PGS
5794,Pentamedia,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pentamediagraphics/PG
5795,Pentasoft Tech,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/pentasofttechnologies/PT
5796,Pentokey Organy,https://www.moneycontrol.com/india/stockpricequote/chemicals/pentokeyorganyindia/POI
5797,Peoples Investm,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/peoplesinvestment/PIL02
5798,Perfect Circle,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/perfectcircleindia/PCI05
5799,Perfect Infra,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/perfectinfraengineers/PI32
5800,Perfect Pack,https://www.moneycontrol.com/india/stockpricequote/packaging/perfectpac/P03
5801,Perfect-Octave,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/perfectoctavemediaprojects/NBP
5802,Peria Karamalai,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/periakaramalaiteaproducecompany/PKT
5803,Perk Pharma,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/perkpharmaceuticals/PP11
5804,Permanent Magne,https://www.moneycontrol.com/india/stockpricequote/engineering/permanentmagnets/PM01
5805,Persian Carpet,https://www.moneycontrol.com/india/stockpricequote/trading/persiancarpettextiles/PCT
5806,Persistent,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/persistentsystems/PS15
5807,Pertech Compute,https://www.moneycontrol.com/india/stockpricequote/computershardware/pertechcomputers/PC04
5808,Pervasive Comm,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/pervasivecommodities/SEL02
5809,Pesti and Brew,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/pestibrew/PB01
5810,Pet Plastics,https://www.moneycontrol.com/india/stockpricequote/plastics/petplastics/PP25
5811,Petron Engg,https://www.moneycontrol.com/india/stockpricequote/engineering/petronengineeringconstruction/PEC01
5812,Petronet LNG,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/petronetlng/PLN
5813,Pettavaittalai,https://www.moneycontrol.com/india/stockpricequote/sugar/pettavaittalaisugarchemicals/PSC03
5814,PFC FPO,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/powerfinancecorporationfpo/PFC03
5815,Pfimex Pharma,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfimexpharma/PP12
5816,Pfizer,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P
5817,PFL Infotech,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pflinfotech/PF12
5818,PG Electroplast,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/pgelectroplast/PE06
5819,PG Foils,https://www.moneycontrol.com/india/stockpricequote/aluminium/pgfoils/PGF
5820,PH CAPITAL,https://www.moneycontrol.com/india/stockpricequote/phcapital/phcapital/FI03
5821,PH Trading Ltd,https://www.moneycontrol.com/india/stockpricequote/trading/phtrading/PHT
5822,Phar East Labs,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/phareastlaboratories/PEL
5823,Pharma Prod,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmaceuticalsproductsindia/PPI
5824,PHARMABEES,https://www.moneycontrol.com/india/stockpricequote/pharmabees/nipponindianiftypharmaetf/NIN
5825,PharmaciaHealth,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmaciahealthcare/PH04
5826,Pharmaids Pharm,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmaidspharmaceuticals/PP13
5827,Pharmasia,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmasia/P04
5828,Pharmed Chem,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmedchemicals/PC05
5829,Phelix Applianc,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/phelixappliances/PA05
5830,Philips Glass,https://www.moneycontrol.com/india/stockpricequote/electricals/philipsglassindia/PGI02
5831,Philips India,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/philipsindia/PI
5832,Phoenix Elect,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/phoenixelectrici/PEI02
5833,Phoenix Intl,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/phoenixinternational/PI09
5834,Phoenix Lamps,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/phoenixlamps/H07
5835,Phoenix Mills,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/phoenixmills/PM02
5836,Phoenix Town,https://www.moneycontrol.com/india/stockpricequote/hotels/phoenixtownship/PT13
5837,Photon Capital,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/photoncapitaladvisors/PCA
5838,Photoquip India,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/photoquipindia/PI10
5839,Phyto Chem,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/phytochemindia/PCI01
5840,PI Industries,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/piindustries/PII
5841,Piccadilly Agro,https://www.moneycontrol.com/india/stockpricequote/sugar/piccadillyagroindustries/PAI03
5842,Piccadilly Sug,https://www.moneycontrol.com/india/stockpricequote/sugar/piccadillysugaralliedindustries/PSA
5843,Picturehouse,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/picturehousemedia/TE9
5844,Pidilite Ind,https://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11
5845,Pil Italica,https://www.moneycontrol.com/india/stockpricequote/plastics/pilitalicalifestyle/PI08
5846,Pilani Invest,https://www.moneycontrol.com/india/stockpricequote/financegeneral/pilaniinvestmentindustriescorporation/PII03
5847,Pincon Life,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pinconlifestyle/MU01
5848,Pincon Spirit,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/pinconspirit/PS18
5849,Pine Animation,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/pineanimation/MFL02
5850,Pinky Chemicals,https://www.moneycontrol.com/india/stockpricequote/chemicals/pinkychemicals/PC07
5851,Pioneer,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/pioneerembroideries/PE
5852,Pioneer Agro,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/pioneeragroextracts/PAE04
5853,Pioneer Auto,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/pioneerautolamps/PAL01
5854,Pioneer Cashew ,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/pioneercashewindustries/PCI03
5855,Pioneer Distill,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/pioneerdistilleries/PDL
5856,Pioneer Invest,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/pioneerinvestcorp/PI12
5857,Pioneer Product,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/pioneerproducts/PP14
5858,Piramal Enter,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05
5859,Piramal Glass,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/piramalglass/PG04
5860,Piramal Holding,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/piramalholdings/PH06
5861,Piramal Phytoca,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalphytocare/PLS
5862,Pitamber Coated,https://www.moneycontrol.com/india/stockpricequote/paper/pitambercoatedpapers/PCP
5863,Pithampur Poly,https://www.moneycontrol.com/india/stockpricequote/packaging/pithampurpolyproducts/PPP02
5864,Pithampur Steel,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/pithampursteels/PS05
5865,Pitti Engineeri,https://www.moneycontrol.com/india/stockpricequote/engineering/pittiengineering/PL
5866,Pittie Cement,https://www.moneycontrol.com/india/stockpricequote/cementmini/pittiecementindustries/PCI02
5867,Pittie Finance,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pittiefinance/PF02
5868,Pittsburgh Iron,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/pittsburghironsteels/PIS02
5869,Pix Autos,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/pixautos/PA06
5870,Pix Transmis,https://www.moneycontrol.com/india/stockpricequote/rubber/pixtransmissions/PT07
5871,Piyush Steel,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/piyushsteels/PS06
5872,PL Finance,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/plfinanceinvestment/PLF
5873,Plama Labs,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/plamalaboratories/PL01
5874,Planters Poly,https://www.moneycontrol.com/india/stockpricequote/packaging/planterspoly/PP28
5875,Plastene India,https://www.moneycontrol.com/india/stockpricequote/packaging/plasteneindia/PI24
5876,Plastiblends,https://www.moneycontrol.com/india/stockpricequote/plastics/plastiblendsindia/PI13
5877,Platinum Corp,https://www.moneycontrol.com/india/stockpricequote/trading/platinumcorporation/PC19
5878,Platinum Fin,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/platinumfinance/PF03
5879,Platinumone,https://www.moneycontrol.com/india/stockpricequote/bpoites/platinumonebusinessservices/PBS01
5880,Plethico Pharma,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/plethicopharmaceuticals/PP30
5881,Plus Finance,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/plusfinance/PFL
5882,PMC Fincorp,https://www.moneycontrol.com/india/stockpricequote/financegeneral/pmcfincorp/PMC
5883,PNB,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/punjabnationalbank/PNB05
5884,PNB Equity G,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pnbequitygrowthfundscheme93/PNB03
5885,PNB Gilts,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pnbgilts/PNB04
5886,PNB Housing Fin,https://www.moneycontrol.com/india/stockpricequote/financehousing/pnbhousingfinance/PHF
5887,PNB Premium,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pnbpremiumplus91/PNB02
5888,PNB Rising 1994,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pnbrisingincomescheme1994/PNB01
5889,PNC Capital Tru,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pnccapitaltrust/PNC01
5890,PNC Infratech,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/pncinfratech/PI26
5891,Pneumatic Hold,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pneumaticholdings/PH08
5892,Pochiraju Ind,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pochirajuindustries/PI34
5893,POCL Enterprise,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/poclenterprises/POC
5894,Poddar Housing ,https://www.moneycontrol.com/india/stockpricequote/poddarhousing/poddarhousingdevelopment/W13
5895,Poddar Pigments,https://www.moneycontrol.com/india/stockpricequote/dyespigments/poddarpigments/PP15
5896,Point Plast Ltd,https://www.moneycontrol.com/india/stockpricequote/packaging/pointplast/PPL02
5897,Pokarna,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/pokarna/PL06
5898,Polar Ind,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/polarindustries/PI14
5899,Polar Latex,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/polarlatex/PL02
5900,Polar Marmo Agg,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/polarmarmoagglomerates/PMA
5901,Polaris Consult,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/polarisconsultingservices/PSL01
5902,Polo Hotels,https://www.moneycontrol.com/india/stockpricequote/hotels/polohotels/PH02
5903,Polo Queen Indu,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/poloqueenindustrialfintech/PQI
5904,Polson,https://www.moneycontrol.com/india/stockpricequote/dyespigments/polson/P08
5905,Poly Medicure,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/polymedicure/PM06
5906,Polycab,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/polycabindia/PI44
5907,Polychem,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/polychem/P05
5908,Polycon Intl,https://www.moneycontrol.com/india/stockpricequote/plastics/polyconinternational/PI15
5909,Polygenta Tech,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/polygentatechnologies/MI09
5910,Polylink Polyme,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/polylinkpolymersindia/PPI01
5911,Polymac Thermo,https://www.moneycontrol.com/india/stockpricequote/plastics/polymacthermoformers/PT03
5912,Polymechplast,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/polymechplastmachines/PM03
5913,Polyplex Corp,https://www.moneycontrol.com/india/stockpricequote/packaging/polyplexcorporation/PC08
5914,Polyspin Export,https://www.moneycontrol.com/india/stockpricequote/packaging/polyspinexports/PE07
5915,Polytex India,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/polytexindia/PIL
5916,Ponds,https://www.moneycontrol.com/india/stockpricequote/personalcare/pondsindia/PI16
5917,Pondy Oxides,https://www.moneycontrol.com/india/stockpricequote/chemicals/pondyoxideschemicals/PO03
5918,Ponni Sugars(E),https://www.moneycontrol.com/india/stockpricequote/sugar/ponnisugarserode/PSE03
5919,Ponni Sugars(O),https://www.moneycontrol.com/india/stockpricequote/sugar/ponnisugarsorissa/PSO
5920,Pooja Entertain,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/poojaentertainmentfilms/DI26
5921,Pooja Granites ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/poojagranitesmarbles/PGM
5922,Poojawestern Me,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/poojawesternmetaliks/PM09
5923,Poona Dal,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/poonadaloilindustries/SAI05
5924,POONA DAL & OIL,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/poonadaloilindustries/POO
5925,Poona Ind Hotel,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/poonaindustrialhotel/PIH
5926,Poonam Rasay,https://www.moneycontrol.com/india/stockpricequote/chemicals/poonamrasayan/PR02
5927,Poonawalla Fin,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/poonawallafincorp/MF20
5928,Popular Estate,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/popularestatemanagement/PEM
5929,Porwal Auto,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/porwalautocomponents/PAC02
5930,Positive Elect,https://www.moneycontrol.com/india/stockpricequote/electricals/positiveelectronics/PE9
5931,Power & Instrum,https://www.moneycontrol.com/india/stockpricequote/electricequipment/powerinstrumentationgujarat/PI(
5932,Power Finance,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/powerfinancecorporation/PFC02
5933,Power Grid Corp,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/powergridcorporationindia/PGC
5934,Power Grid FPO,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/powergridcorporationindiafpo/PGC02
5935,Power Mech,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/powermechprojects/PMP
5936,Powerflow Ltd,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/powerflow/PL07
5937,Powerful Techno,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/powerfultechnologies/PT09
5938,PowerGrid InvIT,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/powergridinfrastructureinvestmenttrust/PII04
5939,Powersoft Glob,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/powersoftglobalsolutions/PGS01
5940,Powmexstl,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/powmexsteel/PS08
5941,Poysha,https://www.moneycontrol.com/india/stockpricequote/packaging/poyshaindustrialcompany/PIC
5942,PPAP Automotive,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/ppapautomotive/PPP03
5943,PPL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/prakashpipeslimited/PPL54268
5944,Prabhat Dairy,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/prabhatdairy/PD07
5945,Prabhat Technol,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/prabhattechnologies/PT05
5946,Prabhav Ind,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/prabhavindustries/PI38
5947,Prabhu Steels,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/prabhusteels/PS09
5948,Pradeep Drug,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pradeepdrugcompany/PDC
5949,Pradeep Metals,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/pradeepmetals/PM04
5950,Pradhin,https://www.moneycontrol.com/india/stockpricequote/steelrolling/pradhin/BM04
5951,Pradip Overseas,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/pradipoverseas/PO04
5952,Prag Bosimi,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/pragbosimisynthetcis/PBS
5953,Pragnya Soft,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/pragnyasoftwaresystems/PSS01
5954,Praj Industries,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/prajindustries/PI17
5955,Prajay Engineer,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/prajayengineerssyndicate/PES
5956,Prakash Ceramic,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/prakashceramics/PC09
5957,Prakash Fotran,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/prakashfotransoftech/PFS01
5958,Prakash Ind,https://www.moneycontrol.com/india/stockpricequote/diversified/prakashindustries/PI18
5959,Prakash Leasing,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/prakashleasing/PL03
5960,Prakash Solvent,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/prakashsolventextraction/PSE01
5961,Prakash Steelag,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/prakashsteelage/PS16
5962,Prakash Woollen,https://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/prakashwoollensyntheticmills/PWM
5963,Pramada Finvest,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/pramadafinvest/IFI
5964,Praman Capital,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pramancapitalmarketservices/PCM01
5965,Pranavadity Spg,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/pranavadityspinningmills/PSM02
5966,Prashant India,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/prashantindia/PI19
5967,Prataap Snacks ,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/prataapsnacks/PS20
5968,Pratap Raj Stl,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/prataprajsteel/PRS
5969,Pratibha Ind,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/pratibhaindustries/PI33
5970,Pratik Panels,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pratikpanels/PP17
5971,Pratiksha Chem,https://www.moneycontrol.com/india/stockpricequote/dyespigments/pratikshachemicals/PC10
5972,Praveen Prop,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/praveenproperties/PP18
5973,Praveg Commu,https://www.moneycontrol.com/india/stockpricequote/pravegcommu/pravegcommunicationsindialimited/SSP03
5974,Praxis Home Ret,https://www.moneycontrol.com/india/stockpricequote/retail/praxishomeretail/PRAXI54090
5975,Praxis Home-RE,https://www.moneycontrol.com/india/stockpricequote/retailing/praxishomeretailre/PHR01
5976,PreciousTrading,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/precioustradinginvestments/PTI02
5977,Precision Camsh,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/precisioncamshafts/PC16
5978,Precision Cont,https://www.moneycontrol.com/india/stockpricequote/plastics/precisioncontaineurs/PC20
5979,Precision Elec,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/precisionelectronics/PE01
5980,Precision Fast,https://www.moneycontrol.com/india/stockpricequote/fasteners/precisionfasteners/PF
5981,Precision Metal,https://www.moneycontrol.com/india/stockpricequote/trading/precisionmetaliks/PM10
5982,Precision Wires,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/precisionwiresindia/PWI
5983,Precot,https://www.moneycontrol.com/india/stockpricequote/precot/precot/PM
5984,Preeti Sec,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/preetisecurities/PS11
5985,Premco Global,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/premcoglobal/PG01
5986,Premier,https://www.moneycontrol.com/india/stockpricequote/engineering/premier/P10
5987,Premier Aqua,https://www.moneycontrol.com/india/stockpricequote/aquaculture/premieraquafarms/PAF01
5988,Premier Cap,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/premiercapitalservices/PCS01
5989,Premier Energy,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/premierenergyinfrastructure/PEI04
5990,Premier Explo,https://www.moneycontrol.com/india/stockpricequote/chemicals/premierexplosives/PE02
5991,Premier Housing,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/premierhousingindustrialenterprises/PHI
5992,Premier Ind,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/premierindustries/PI20
5993,Premier Laminat,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/premierlaminate/PL04
5994,Premier Pipes,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/premierpipes/QST
5995,Premier Plantat,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/premierplantation/PPL01
5996,Premier Polyfil,https://www.moneycontrol.com/india/stockpricequote/plastics/premierpolyfilm/PP19
5997,Premier Protein,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/premierproteins/PP20
5998,Premier Synth,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/premiersyntheticsprocessors/PSP
5999,Premier Tubes,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/premiertubes/PT02
